sentence,language
"James Gunn (March 13, 1753 – July 30, 1801) was a delegate to the Continental Congress and a United States Senator from Georgia.",english
"High Five (officially called BTI-Tn-5B1-4) is an insect cell line that originated from the ovarian cells of the cabbage looper, Trichoplusia ni. It was developed by the Boyce Thompson Institute for Plant Research, Ithaca, NY.
High Five cells have become one of the most commonly used cell lines for recombinant protein expression using baculovirus or transfection, and have been demonstrated, in a number of cases, to express more recombinant protein than other lepidopteran cell lines, such as Sf9 cells. They can be grown in the absence of serum, and can be cultured in a loose attached state or in suspension. Hi5 cells produce abundant microRNAs (miRNAs), small interfering RNAs (siRNAs), and PIWI-interacting RNAs (piRNAs), making it suitable to study all three types of small silencing RNAs.",english
"Nelson is a city in Douglas County, Minnesota, United States. The population was 187 at the 2010 census.

",english
"Penlee Battery is a nature reserve lying on the coastal headland of Penlee Point on the Rame Peninsula, in southeast Cornwall, England.
The site was formerly the location of a gun battery, constructed between 1889 and 1892. It was originally armed with two 6-inch BL guns and a 13.5-inch BL, the latter of which was the largest gun of the Plymouth defences. During World War I and II, the battery's armament was made up of three 9.2-inch guns.After the dissolution of coast artillery in the United Kingdom in 1956 the battery was disarmed and disposed of by the War Office. Many parts of the battery were demolished and gun positions filled in during the 1970s. One of the 6-inch emplacements remains intact, while the battery's magazines remain underground, but are filled in.It is famous among dragonfly enthusiasts as the site where Britain's first Green Darner dragonfly was found, in 1998.",english
"Plectrodes is a genus of May beetles and junebugs in the family Scarabaeidae. There is at least one described species in Plectrodes, P. pubescens.",english
Amenokal is a title for the highest Tuareg traditional chiefs.,english
John White (9 November 1853 - 13 June 1922) was a member of the Queensland Legislative Assembly.,english
"Bukovyna Airlines, also known as Bukovyna Aviation Enterprise, is a charter airline based in Chernivtsi, Ukraine, operating chartered passenger flights out of Chernivtsi International Airport.",english
"Kafra (Arabic: كفرة‎, translit. Kafrah) is a small town in northern Aleppo Governorate, northwestern Syria. Located some 35 kilometres (22 mi) north of the city of Aleppo and 10 km (6.2 mi) east of Azaz, it administratively belongs to Nahiya Sawran in Azaz District. Nearby localities include Jarez 2 km (1.2 mi) to the west, Kaljibrin 5 km (3.1 mi) to the southwest, and Sawran 3 km (1.9 mi) to the east. In the 2004 census, Kafra had a population of 2,859.",english
"Angelina Lauro is the name of a number of ships:

SS Angelina Lauro, in service with Achille Lauro Line from 1932–40
MS Angelina Lauro, in service with Lauro Lines from 1964 until 1979
MS Angelina Lauro (1989), a cruise ship in service with StarLauro 1989–1991",english
"The 5th IAAF World Athletics Final was held at the Gottlieb-Daimler-Stadion in Stuttgart, Germany on September 22 and September 23, 2007.",english
"Azucena is an unincorporated community in Tensas Parish, Louisiana, United States.",english
Jacek Tomczak (born 5 March 1990) is a Polish chess Grandmaster (2012).,english
"A Nerf war is an activity involving Nerf Blasters or other foam-firing toy weapons. Nerf wars can be a wide range of games, from informal shootouts in offices and basements to well-organized outdoor battles with high-powered modified blasters. Since foam-firing guns are relatively safe and cheap, Nerf wars can include participants and battlefields otherwise unsuitable for airsoft and paintball.",english
"Catharine Street is a Lower City collector road in Hamilton, Ontario, Canada. It starts off at Charlton Avenue East at Woolverton Park in the Corktown neighbourhood as a one-way street (southbound), tunnels underneath the Hunter Street Railway bridge and stretches up to Barton Street East where it then turns two-way and cutoff by the CN Railway lines that cut through Strachan Street Park one block north past Barton. Catharine Street then resumes again on Strachan Street East, north of the Park again as a two-way road for 3 blocks and interrupted again at Picton Street East, the site of St. Lawrence Elementary School and resumes again north of this property on Macauley Street East, again as a two-way street for another 3 blocks where it's interrupted for a third time at Brock Street, the site of Eastwood Park and Eastwood Arena. Catherine Street resumes again north of Eastwood Park on Guise Street East and ends at the city's North End waterfront, the site of a Royal Canadian Navy base and Pier 9.",english
"Central Provost of Islamic Republic of Iran Army (Persian: دژبان مرکز ارتش جمهوری اسلامی ایران‎; Dežbān Markaz), acronymed DEJAJA (Persian: دژاجا‎), is the provost and military police with an authority within all military branches of Islamic Republic of Iran Army (Artesh). The provost is a subdivision to the military's Joint Staff and has seniority over designated provosts —like the ""Sea Police"" (Persian: پلیس دریائی‎) of Navy and the ""Air Police"" (Persian: پلیس هوائی‎) in the Air Force.
The provost is also responsible for performing ceremonial duties; it has honor guard units, including the ""Presidential Ceremony Guard"" (Persian: گارد تشریفات ریاست جمهوری‎), which maneuvers during official trips of the President of Iran and during visits by heads of state.",english
"Georgina Herrera (born 23 April 1936) is a Cuban writer of poetry, novels and short stories. She has also written drama and scripts for radio and television series, as well as for film.",english
"Kathryn Newton (born February 8, 1997) is an American actress best known for her role as Louise Brooks in the CBS television series Gary Unmarried as well as for her role as Alex Nelson in the 2012 feature film Paranormal Activity 4, which earned her the 2013 Young Artist Award for Best Leading Young Actress in a Feature Film. She is also known for portraying the older version of Claire Novak in the CW series Supernatural and for her role as the older Joanie Clark in the AMC television series Halt and Catch Fire.
. She started  her career at age four, making her television debut on the soap opera All My Children, playing Colby Marian Chandler from 2001 to 2004. Meanwhile, she also starred in two short films, Abbie Down East (2002) and Bun-Bun (2003).  In 2008 Newton was cast in the role of Louise Brooks in the CBS television series Gary Unmarried. In 2010 Newton won two Young Artist Awards for ""Best Performance in a TV Comedy Series"" and ""Best Performance in a TV series (Comedy or Drama)"" for Gary Unmarried. Newton played the role of Chase Rubin-Rossi in the 2011 film Bad Teacher alongside Cameron Diaz.  She had the lead role, Alex, in the 2012 film Paranormal Activity 4, the fourth in the franchise, and won an award at the 34th Young Artist Awards for her performance in the film. Beginning in season 10, she had a recurring role as Claire Novak on Supernatural. In 2017, Newton appeared in the HBO series Big Little Lies based on the Liane Moriarty novel of the same name. Newton was cast in the female lead of an adaptation of Pokémon: Detective Pikachu.",english
"Rafael Scapini de Almeida (born June 29, 1982), commonly known as Rafinha (Portuguese pronunciation: [ʁɐˈfĩɲɐ]), is a Brazilian footballer. He currently plays for Finnish team HJK Helsinki of the Veikkausliiga. 
It has been widely speculated in the Finnish media whether Rafinha would apply for the Finnish citizenship. National team manager Mixu Paatelainen has expressed his interest in adding Rafinha to the national team roster. Rafinha has a Finnish wife and two children.",english
"George Carol Hanks Jr. (born September 25, 1964) is a United States District Judge of the United States District Court for the Southern District of Texas.",english
"Not to be confused with Penn's Neck Township, a former municipality in Salem County, New Jersey.Penns Neck is an unincorporated community located within West Windsor Township in Mercer County, New Jersey, United States. The community developed at the intersection of the Trenton-New Brunswick Turnpike (now U.S. Route 1) and Washington Road. The Penns Neck Circle and the historic Penns Neck Baptist Church (1812) are both located in Penns Neck. The Princeton Branch rail line, known as the Dinky, has run through the area since 1865, and stopped at Penns Neck station until January 1971.",english
"Pierre-Philippe Mignot (1715 - December 24, 1770) was a French sculptor.
At the Académie royale de peinture et de sculpture (Royal Academy of Painting and Sculpture), he was a pupil of Antoine François Vassé (father of Louis-Claude Vassé), and Jean-Baptiste Lemoyne. He won the Prix de Rome second prize for sculpture in 1738 for David présenté à Sâtil and in 1739 for Jezebel mangée par ses chiens both in bas-relief, and the first grand prix in 1740 with Abigaïl aux pieds de David. He was a resident at the Villa Medici between June 1742 and November 1743. Mignot  returned to France in July 1746, and submitted 1747 Sleeping Venus to the Académie, but never became an academician. He exhibited at the Salon in Paris from 1757 to 1765.",english
"The Vancouver School of Arts and Academics (VSAA) is a public arts magnet school for grades 6 to 12 in Vancouver, Washington, United States. It is part of the Vancouver Public Schools and in addition to traditional academic studies, the school's curriculum has an in-depth elective study of the performing, literary, and visual arts, as well as film studies (called ""moving image arts"" at the school).",english
Aulx-lès-Cromary is a commune in the Haute-Saône department in the region of Bourgogne-Franche-Comté in eastern France.,english
"In algebra, a nested radical is a radical expression (one containing a square root sign, cube root sign, etc.) that contains (nests) another radical expression. Examples include

  
    
      
        
          
            5
            −
            2
            
              
                5
              
            
             
          
        
        ,
      
    
    {\displaystyle {\sqrt {5-2{\sqrt {5}}\ }},}
  which arises in discussing the regular pentagon, and more complicated ones such as

  
    
      
        
          
            
              2
              +
              
                
                  3
                
              
              +
              
                
                  4
                  
                    3
                  
                
              
               
            
            
              3
            
          
        
        .
      
    
    {\displaystyle {\sqrt[{3}]{2+{\sqrt {3}}+{\sqrt[{3}]{4}}\ }}.}",english
"Band Aid is a charity supergroup featuring mainly British and Irish musicians and recording artists. It was founded in 1984 by Bob Geldof and Midge Ure to raise money for anti-famine efforts in Ethiopia by releasing the song ""Do They Know It's Christmas?"" for the Christmas market that year. On 25 November 1984, the song was recorded at Sarm West Studios in Notting Hill, London, and was released in the UK four days later. The single surpassed the hopes of the producers to become the Christmas number one on that release. Three subsequent re-recordings of the song to raise further money for charity also topped the charts, first the Band Aid II version in 1989 and the Band Aid 20 version in 2004 and finally the Band Aid 30 version in 2014. The original was produced by Midge Ure. The 12"" version was mixed by Trevor Horn.",english
"Smerek [ˈsmɛrɛk] (Ukrainian: Смерек, Smerek) is a village in the administrative district of Gmina Cisna, within Lesko County, Subcarpathian Voivodeship, in south-eastern Poland, close to the border with Slovakia. It lies approximately 9 kilometres (6 mi) south-east of Cisna, 34 km (21 mi) south of Lesko, and 100 km (62 mi) south of the regional capital Rzeszów.The village has a population of 100.",english
"Abdulrahman Sewehli (Arabic: عبد الرحمن السويحلي‎) is a Libyan politician and the leader of the Union for the Homeland party. He was elected as chairman of the High Council of State on 6 April 2016.
He is the grandson of the Libyan resistance leader Ramadan Asswehly who fought against the Italian colonization of Libya.",english
"Lakeland Square Mall is a shopping mall located on the northern side of Lakeland, Florida. It is one of two enclosed malls serving Polk County. It is the only shopping mall located off of I-4 between Tampa and Orlando, and it serves the populations of western Polk County.
The shopping mall has four anchor stores, including the Burlington Coat Factory, Dillard's, J. C. Penney, Sears, and Cinemark Theaters. When it opened, it had featured Mervyns and Sears, but also had Belk (now Burlington Coat Factory), with Maison Blanche opening a few months later. Both the Mervyns and Maison Blanche stores became Dillard's; the former Mervyn's location was shuttered in 2012, with Dillard's consolidating to the former Maison Blanche. The former Mervyns/Dillard's building was torn down in 2013 and replaced with a Sports Authority and movie theater.
The Sports Authority closed in 2016.
In January 2017, Macy's announced it would close its Lakeland Mall store as a part of a larger round of closings across the country.
In October 15, 2018, It was announced that Sears would be closing as part of its parent company bankruptcy restructure plan to close 142 Sears and Kmart stores nationwide.Lakeland Square Mall has been the main upscale shopping center for Lakeland during the 1990s, but since 2005 it has lost Belk to the competing Lakeside Village, an open-air lifestyle center that opened on the south side of the city.",english
"Col. Michael Friedsam (1860–1931) was an American philanthropist of New York City. Friedsam was the former president of B. Altman and Company and one of the premier art collectors in America at that time.
The Friedsam residence located at 44 East 68th Street was built in 1921. The five-story building fashioned in limestone was designed by Frederick Frost, with wrought ironwork by Samuel Yellin. Friedsam's collection contained numerous masterpieces by artists such as Vermeer, Rembrandt, Jan Van Eyck, and Botticelli. After Friedsam's death in 1931, the residence became a top-rated Catholic high school for girls, Dominican Academy. Many of the original architectural elements, including carved marble fireplaces, stained glass windows, and ornate woodwork, are still in place today creating a unique environment for learning. 
Friedsam never married and left a fortune to the city of New York. A large part of his collection was bequeathed to the Metropolitan Museum of Art, and another part to the Brooklyn Museum of Art. Today the Brooklyn museum would like to divest some of the works but are restricted by the bequest.The list of paintings from the MET bequest still in the collection are:",english
"André Couvrette (15 January 1934) is a Canadian former diplomat. He was the Ambassador Extraordinary and Plenipotentiary to Guinea, Mali, Mauritania, Senegal, Guinea-Bissau, Cape Verde, Syria, Jordan, Lebanon, Sweden,  and Greece. Before his first ambassadorship, he was posted to Rome, Italy (1959–1962), Lagos, Nigeria (1965–1967), and Paris, France (1967–1968). In his home country, he was Chief of Protocol and Assistant Under Secretary of State for External Affairs.",english
"Max de Terra (born in Zurich, 6 October 1918 – died in Zurich, 29 December 1982) was a racing driver from Switzerland. He participated in two Formula One World Championship Grands Prix, debuting on 18 May 1952. He scored no championship points.
He was a member of the Ecurie Espadon.",english
"Danny Steinmann (January 7, 1942 – December 18, 2012) was an American film director.",english
Daraá River is a river of Amazonas state in north-western Brazil.,english
"Avid College is a private educational institution located in Malé, Maldives.",english
"Mount Tregear, is a 2042 m mountain in New Zealand's South Island.
Mount Tregear is on the main divide at the head of the Mathias River of New Zealand's Southern Alps. It is located 38 kilometres southwest of Arthurs Pass. It is named after Edward Robert Tregear.",english
Clara Anna Linnea Markstedt (born 20 August 1989) is a Swedish footballer who plays for Vittsjö GIK.,english
"Bandar Sri Sendayan is a township in the Rantau ward of Seremban, Negeri Sembilan, Malaysia.",english
"Edward Cairns Officer (19 September 1871 – 7 July 1921) was an Australian artist, inaugural president of the Australian Art Association.Officer was born at Murray Downs, Swan Hill, Victoria. He was the third son of Suetonius Henry Officer and his wife Mary Lillias Rigg, a daughter of the Rev. Adam Cairns. His grandfather, Sir Robert Officer, was speaker of the Tasmanian house of assembly for many years. Officer was educated at Toorak College and the National Gallery of Victoria. From there he went to Paris and studied at Julien's. He exhibited at leading exhibitions in Paris and London, and in 1903 was the winner of the Wynne prize awarded by the national gallery, Sydney.
In 1912 his painting, ""The Woolshed"", was purchased under the Alfred Felton bequest for the national gallery, Melbourne. At a meeting on 30 August 1912 which founded the Australian Art Association at Melbourne, he was elected its president and held the position for the rest of his life. He was appointed a trustee of the public library, museums and national gallery of Victoria in 1916. He died at Macedon, Victoria, on 7 July 1921. He married Grace, daughter of Sir Thomas Fitzgerald, who survived him. Officer who worked in oils did some excellent landscape work, restrained, sometimes low-toned, yet with a feeling for the open air.",english
"104.3 - Tin City FM, Jos is a private radio station, located in Jos Plateau State, Nigeria. It was founded by  Rev. Martin Dama and inaugurated by The Minister of Information and Culture, Lai Mohammed",english
"Discovery is the debut studio album by American R&B/pop singer Shanice, released October 21, 1987 by A&M Records. Shanice at the time was fourteen years old. The singles ""(Baby Tell Me) Can You Dance,"" and ""No 1/2 Steppin'"" were top 10 R&B hits. ""The Way You Love Me,"" and ""I'll Bet She's Got A Boyfriend"" were the final singles from the album.
Will Downing covered the song ""Just a Game"" on his 1995 album Moods.

",english
"The German Medical Journal is an independent English-language magazine from Germany for an international medical community. With its Digital Edition and its Bilingualism (Arabic-English and Russian-English), the magazine has a broad international circulation. The German Medical Journal is published by Bennad Ltd.
The magazine keeps readers up to date about the status of medicine; it presents innovations from diagnostics and therapy and lets selected specialists from the various medical fields have their say. The featured editorials are written by renowned specialists. The Advisory Board of the German Medical Journal consists of German University professors.The German Medical Journal was established as an Arabic-English printed magazine. The first issue has been published in January 2007. In 2008, the Bennad Ltd. founded the German Medical Online Portal. In 2009, the publishing house launched the German Medical Journal Digital Edition. Since 2010, it is published in Russian-English too. The magazine is financed by adverts and completely independent. The German Medical Journal is addressed mainly to physicians of the different disciplines. All issues are available online.",english
"Albania participated in the Eurovision Song Contest 2016 with the song ""Fairytale"", written by Olsa Toqi. The song was performed by Eneda Tarifa. The Albanian broadcaster Radio Televizioni Shqiptar (RTSH) organised the 54th edition of the Albanian song competition Festivali i Këngës in order to select the Albanian entry for the 2016 contest in Stockholm, Sweden. The competition consisted of thirty entries competing in two semi-finals held on 25 and 26 December 2015, followed by a final on 27 December 2015 where twenty-two entries qualified to compete. A seven-member jury panel selected ""Përrallë"", performed by Eneda Tarifa, as the winner. The song was later translated from Albanian to English for the Eurovision Song Contest and was titled ""Fairytale"".
Albania was drawn to compete in the second semi-final of the Eurovision Song Contest which took place on 12 May 2016. Performing during the show in position 17, ""Fairytale"" was not announced among the top 10 entries of the second semi-final and therefore did not qualify to compete in the final. It was later revealed that Albania placed sixteenth out of the 18 participating countries in the semi-final with 45 points.",english
"Chantal Berthelot is a French politician , former member of the French National Assembly representing French Guiana.",english
Albert Richards (13 August 1924 – 27 April 2003) was a New Zealand long-distance runner. He competed in the marathon at the 1956 Summer Olympics.,english
Cowboy poetry is a form of poetry that grew from a tradition of cowboys telling stories.,english
"The Progressive Group for Independent Business (PGIB) is a membership-funded right-wing business group in Canada founded in 1992 with the goal of promoting ""less government, lower taxes and political accountability"" in Canada. The PGIB claims to have a membership of roughly 6500.  Its CEO is Craig Chandler.
Since the mid-1990s, the PGIB has claimed to have influenced the development of some of the policies of the Common Sense Revolution platform that elected Progressive Conservative Party of Ontario leader Mike Harris to provincial government. The PGIB also claims that in its 1995 campaign ""Focus Federally for Reform"" (FFR), it successfully restrained the Reform Party from creating a provincial party in Ontario, thereby splitting the right-wing provincial vote.  In the 1997 election, the PGIB gained notoriety for running attack ads against Liberal candidates Sheila Copps and Jane Stewart. 
In 1998, under the auspices of the PGIB, Chandler organized the ""Unite the Right - Roots of Change"" conference in Toronto, Ontario. The conference included social conservative delegates from the Reform and Progressive Conservative Parties.  It was criticized for also including representatives of the Christian Heritage Party of Canada, Confederation of Regions Party, Freedom Party of Ontario, Renaissance Canada and the Alliance for the Preservation of English in Canada. Attendees also included conservative commentators Michael Coren and Linda Leatherdale.The PGIB has also been criticized internally by members who have suggested that the top-down organization has essentially become Chandler's personal lobby machine for his own SoCon agenda and that the PGIB does not do enough to canvass and promote the will and agenda of its general membership.  The PGIB claims to survey its membership from time to time. Furthermore, in recent years, Chandler purposely moved towards separating his fiscal and social conservative agendas by forming Concerned Christians Canada Inc. (CCC), a social conservative Evangelical Christian lobby group.  Some have suggested that the uses of the members' dues of the PGIB, which range from $60 CAD to $350 annually are largely unaccounted for to the general membership. However, others argue that this claim is false and that Chandler is transparent and provides financials to all members at bi-annual conventions.In 2003 the PGIB launched the ""2cards.ca"" initiative that called for a United Alternative.    Chandler ran as the PGIB candidate in the Progressive Conservative leadership convention, 2003.   
Since their founding, PGIB Offices in Burlington, Ontario and Calgary have received threatening calls, and the Burlington office has received at least one bomb threat.
In June 2009, Mark Dyrholm the group's National Vice President and a Calgary Chiropractor. Ran for the Leadership of the newly former Wildrose Alliance Party to succeed Paul Hinman in their 2009 Leadership Convention. In the end Dyrholm lost to Danielle Smith an Alberta journalist and broadcaster.",english
"Gordes is a commune in the Vaucluse département in the Provence-Alpes-Côte d'Azur region in southeastern France. The residents are known as Gordiens. The nearest big city is Avignon; smaller cities nearby include Cavaillon, L'Isle-sur-la-Sorgue and Apt.",english
"Pierre Florent Brault (August 3, 1939 – January 14, 2014) was a Quebec film and television composer, whose credits notably included theme music and songs for the popular children's TV series, Passe-Partout, as well as films by such directors as  Gilles Carle and Claude Jutra, with the National Film Board of Canada (NFB).Brault began his film scoring career with Jutra's 1965 skateboarding film Rouli-roulant. He went on to compose soundtracks for many films at the NFB, where Brault had said he learned his craft.",english
"Current Anthropology is a peer-reviewed anthropology academic journal published by the University of Chicago Press and sponsored by the Wenner-Gren Foundation for Anthropological Research. Founded in 1959 by the anthropologist Sol Tax (1907-1995). Current Anthropology is one of very few journals that publishes research across all sub-disciplines of anthropology, encompassing the full range of anthropological scholarship on human cultures and on human and other primate species. Communicating across the subfields, the journal features papers in a wide variety of areas, including social, cultural, and physical anthropology as well as ethnology and ethnohistory, archaeology and prehistory, folklore, and linguistics. The editor-in-chief is Mark Aldenderfer (University of California, Merced). According to the Journal Citation Reports, the journal has a 2017 impact factor of 2.326, ranking it 15th out of 85 journals in the category ""Anthropology"".Current Applications is an open-access section of Current Anthropology that presents research bridging academic and applied anthropology. Recent Current Applications papers have addressed wind energy and the New Jersey shore, African asylum-seekers, and the popular television show Bones.",english
"Ashland Cemetery is a cemetery in Ashland, Oregon, in the United States. It is listed on the National Register of Historic Places. Notable burials include Lindsay Applegate and Abel Helman.",english
"Rison High School (RHS) is a comprehensive public high school serving students in grades 7 through 12 in the rural community of Rison, Arkansas, United States. It is one of three public high schools located in Cleveland County and is the sole high school of the Cleveland County School District. The school's athletic teams have won 16 state championships with eight each in football and track and field.",english
"Bamshad (in Persian: بامشاد) was one of the four most famous and skilled musicians (with Barbad, Nagisa (Nakisa), and Ramtin) who lived in the Persian Sassanid dynasty when Xusro Parviz was in power (591-628).  His name comes from his practice of playing music at dawn every day:  ""bam"" and ""shad"" translate as ""dawn"" and ""happiness"".
The Persian lexicons, for example Dehḵodā's Loḡat-nāma, describe him as a well-known musician equal to Barbad. He is also mentioned in a poem by the Persian poet Manūčehrī.

",english
The Whitcombe River is a river of the West Coast Region of New Zealand's South Island. It flows north to reach the Hokitika River 30 kilometres south of Hokitika.,english
"DéCLARAtions is the first studio album by Clara Morgane, released on June 18, 2007. Its best ranking regarding sales in France has been 46th (in June 2007).The single ""Sexy Girl"" has been ranked 4th.",english
"Pantathians are cold-blooded humanoid serpents from the novels of Raymond E. Feist. During the early ages of the universe, one of the Valheru race, Alma-Lodaka, created the Pantathians and the Saaur. After the fall of their mistress, both races deviated from each other, the Pantathians becoming a death cult dedicated to resurrecting their mistress.
Pantathians are quite short in stature, the average being shorter than an ordinary human of the Kingdom. They reproduce by laying eggs, which are warmed by hot springs. For a very long time, the Pantathians were thought to be a myth, told to frighten children into behaving. Even when their existence becomes known, they remain extremely well hidden in their lair inside a mountain.
The Pantathian race have a nature that most beings find entirely alien, and are known to be born knowing hatred. They were key players influencing the events of the Great Uprising and the Serpentwar in effort to reach the Lifestone artifact. It is believed that the Pantathian race is extinct, victims of both demons from the Fifth Circle, and a genocidal crusade by Calis' Crimson Eagles just prior to the Emerald Queen's invasion of the Kingdom. The last member of the Pantathian race is killed by the Emerald Queen's highest general, Fadawah. 
In the novels, there are two other races similar to the Pantathians. The Panath-tiadn of Timirianya were thought to be Pantathians who were stranded in that world when their mistress were driven off by that world's pantheon of gods. The Saaur have a more pronounced difference, being of larger stature and warm-blooded.",english
"Felix Earl Browder (; July 31, 1927 – December 10, 2016) was an American mathematician known for his work in nonlinear functional analysis. He received the National Medal of Science in 1999 and was President of the American Mathematical Society until 2000. His two younger brothers also became notable mathematicians, William Browder (an algebraic topologist) and Andrew Browder (a specialist in function algebras).",english
Events from the year 1831 in France.,english
"""Lying Time Again"" is a song written by Chance Walker, and recorded by American country music artist Mel Tillis.  It was released in January 1980 as the second single from the album Me and Pepper.  The song reached #6 on the Billboard Hot Country Singles & Tracks chart.",english
"Gherghel is a Romanian-language surname that may refer to:

Al. Gherghel
Ioan Gherghel
Iulian Gherghel
Petru Gherghel",english
Micheline Ostermeyer (23 December 1922 – 17 October 2001) was a French athlete and concert pianist.,english
"Motsweding FM is an SABC radio station based in Mahikeng, South Africa, operating mainly in Setswana. Formerly known as Radio Tswana, the country-wide broadcast station evolved from a Bophuthatswana Broadcasting Corporation, which had been operating from Mmabatho in the former Bophuthatswana homeland.
Motsweding FM plays a wide variety of music, to help increase listenership throughout South Africas dynamic cultures. At any time, a mixture of hip-hop/pop/soft rock can be mixed with house music followed by Simphiwe Dana or Madonna and ending with Freshlyground or Mo'Molemi.",english
Canaan Records is a Christian record label and is a subsidiary of Word Entertainment.,english
"Olegario Vázquez Raña (born 10 December 1934) is a Mexican entrepreneur, businessman, owner of several companies, and the chairman and principal shareholder of Grupo Empresarial Ángeles. He is married to María de los Angeles Aldir and has three children (María de los Angeles, Mónica and Olegario). He is the current President of the International Shooting Sport Federation.

",english
"Mantova 1911 S.S.D. S.r.l. is an Italian football club, based in Mantua, Lombardy. Mantova had played consecutively in the Italian Serie B from the 2005–06 season to 2009–10 as Associazione Calcio Mantova, when they were relegated after ending the season in 20th place.
During the summer 2010, the club went bankrupt and was refounded as Mantova F.C., being immediately promoted in the following season from Serie D group B to Lega Pro Seconda Divisione.",english
"John Allen Henson (born December 28, 1990) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA). He played college basketball for the University of North Carolina where he was a two-time ACC Defensive Player of the Year.",english
"Classid Trax is an EP by Luke Vibert under the alias ""The Ace Of Clubs"". The album was released on a 12"" vinyl as a promo. The titled Classid Trax is a play on the words ""classic acid tracks"". In March 2007, Paperline Records made these tracks available as mp3 downloads [1]. Bleep.com is selling the album in mp3 and flac formats.

",english
Frieder Lippmann (born 3 September 1936) is a German politician (SPD).   He is a former member of the East German national parliament (Volkstag) and of the regional parliament (Landtag) of Thuringia.,english
"Varatuomari (lit. ""vice-judge"", Swedish: vicehäradshövding) or Master in Law with court training or trained on the bench is a Finnish legal title. The degree consists of a master's degree in law and one year of court training as a Trainee District Judge in a district court, usually done very soon after graduation. The title is granted by the local appeals court, on a recommendation of the chief judge (laamanni). Thus, it can be considered a specially regulated legal externship. Officially, the degree is no longer a formal requirement to any state office, but it remains a de facto requirement for applying into the positions of a judge or a prosecutor, and is usually held also by defense attorneys. It is recognized as a relevant master's degree for purposes of police officer promotions.",english
"Eumenius (born c. 260 CE at the latest, more probably between 230 and 240 CE), was one of the Ancient Roman panegyrists and author of a speech transmitted in the collection of the Panegyrici Latini (Pan. Lat. IX).",english
"Stefan Edberg defeated Paul Haarhuis 6–3, 6–2 to win the 1994 Qatar Open singles competition. Boris Becker was the defending champion.",english
"Areyto is the second EP by Puerto Rican progressive metal band Puya, released digitally in 2010.",english
"Vista Hermosa is a town and municipality in the Meta Department, Colombia.",english
"Sentinel: Mars Defense is an iOS sci-fi tower defense game developed by British indie studio Origin8 Technologies and released on February 27, 2009. It was followed by the sequels Sentinel 2: Earth Defense (2009), Sentinel 3: Homeworld (2010), and Sentinel 4: Dark Star (2014).",english
"""If The Good Lord's Willing and The Creek Don't Rise"" is a 1955 American country song by Jerry Reed which was particularly popularized by the 1958 recording of Johnny Cash and has been covered by multiple artists.",english
"The Lindemann index is a simple measure of thermally driven disorder in atoms or molecules. The local Lindemann index is defined as:
  
    
      
        
          q
          
            i
          
        
        =
        
          
            1
            
              N
              −
              1
            
          
        
        
          ∑
          
            j
            ≠
            i
          
        
        
          
            
              ⟨
              
                r
                
                  i
                  j
                
                
                  2
                
              
              ⟩
              −
              ⟨
              
                r
                
                  i
                  j
                
              
              
                ⟩
                
                  2
                
              
            
            
              ⟨
              
                r
                
                  i
                  j
                
              
              ⟩
            
          
        
      
    
    {\displaystyle q_{i}={\frac {1}{N-1}}\sum _{j\neq i}{\frac {\sqrt {\langle r_{ij}^{2}\rangle -\langle r_{ij}\rangle ^{2}}}{\langle r_{ij}\rangle }}}
  
Where angle brackets indicate a time average. The global Lindemann index is a system average of this quantity.

In condensed matter physics 
a departure from linearity in the behaviour of the global Lindemann index or an increase above a threshold value related to the  spacing between atoms (or micelles, particles, globules, etc.) is often taken as the indication that a solid-liquid phase transition has taken place. See Lindemann melting criterion.Biomolecules 
often possess separate regions with different order characteristics. In order to quantify or illustrate local disorder, the local Lindemann index can be used.Care must be taken if the molecule possesses globally defined dynamics, such as about a hinge or pivot, because these motions will obscure the local motions which the Lindemann index is designed to quantify. An appropriate tactic in this circumstance is to sum the rij only over a small number of neighbouring atoms to arrive at each qi. A further variety of such modifications to the Lindemann index are available and have different merits, e.g. for the study of glassy vs crystalline materials.",english
"USS Charger (CVE-30) (originally BAVG-4, then AVG-30, then later ACV-30) was an escort carrier of the United States Navy during World War II.
Planned as the third of four C-P-3 cargo/passenger liners of the C3 design for the Moore-McCormack company, the ship was launched on 1 March 1941 by Sun Shipbuilding and Drydock Co., Chester, Pennsylvania; named Rio de la Plata, it was sponsored by Mrs. Felipe A. Espil (Courtney Letts de Espil). On 20 May 1941, the United States Maritime Commission requisitioned all four unfinished combiliners, for conversion to military use.

",english
"Boureima is a given name. Here is a list of notable people, with this name:

Boureima Badini (born 1956), Burkinabé politician
Boureima Maïga (born 1983), Burkinabé football player
Boureima Ouattara (born 1984), Burkinabé football player",english
"The 1948–49 Allsvenskan was the 15th season of the top division of Swedish handball. 10 teams competed in the league. IFK Karlskrona won the league, but the title of Swedish Champions was awarded to the winner of Svenska mästerskapet. Skövde AIK and IFK Lidingö were relegated.",english
Norske Jenter (Norwegian Girls) is the debut album of the Norwegian rock-band The Kids.,english
